book_id,title,extracted_saint,sinksar_dates,tselot_dates,missing_in_tselot,extra_in_tselot,question
GZ-GDL-018,ገድለ አቡነ ዮሐንስ በግእዝ,ዮሐንስ,"[(1, 14), (2, 14), (2, 18), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (7, 27), (8, 14), (8, 21), (9, 14), (10, 9), (10, 14), (11, 11), (11, 14), (12, 5), (12, 14), (13, 3)]","[(11, 29)]","[(1, 14), (2, 14), (2, 18), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (7, 27), (8, 14), (8, 21), (9, 14), (10, 9), (10, 14), (11, 11), (11, 14), (12, 5), (12, 14), (13, 3)]","[(11, 29)]","ዮሐንስ in Sinksar on [(1, 14), (2, 14), (2, 18), (3, 14), (4, 14), (5, 14), (6, 14), (7, 14), (7, 27), (8, 14), (8, 21), (9, 14), (10, 9), (10, 14), (11, 11), (11, 14), (12, 5), (12, 14), (13, 3)] but in App DB on [(11, 29)] - which correct?"
GZ-GDL-019,ገድለ ቅድስት ክርስቶስ ሠምራ በግእዝ,ክርስቶስ ሠምራ,"[(1, 12), (1, 24), (2, 12), (2, 24), (3, 12), (3, 24), (4, 12), (4, 24), (6, 12), (6, 24), (7, 12), (7, 24), (8, 12), (8, 24), (9, 24), (10, 12), (10, 24), (11, 12), (11, 24), (12, 12), (12, 24)]","[(1, 24), (2, 24), (3, 24), (4, 24), (5, 24), (6, 24), (7, 24), (8, 24), (9, 12), (9, 24), (10, 24), (11, 24), (12, 24)]","[(1, 12), (2, 12), (3, 12), (4, 12), (6, 12), (7, 12), (8, 12), (10, 12), (11, 12), (12, 12)]","[(5, 24), (9, 12)]","ክርስቶስ ሠምራ in Sinksar on [(1, 12), (2, 12), (3, 12), (4, 12), (6, 12), (7, 12), (8, 12), (10, 12), (11, 12), (12, 12)] but in App DB on [(5, 24), (9, 12)] - which correct?"
GZ-GDL-020,ገድለ አቡነ ፊልሞና በግእዝ,ፊልሞና,"[(3, 27)]","[(4, 22)]","[(3, 27)]","[(4, 22)]","ፊልሞና in Sinksar on [(3, 27)] but in App DB on [(4, 22)] - which correct?"
GZ-GDL-022,ገድለ ቅዱስ እስጢፋኖስ በግእዝ,እስጢፋኖስ,"[(5, 17)]","[(1, 15), (1, 17), (2, 17), (3, 17), (4, 17), (5, 1), (5, 17), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)]",[],"[(1, 15), (1, 17), (2, 17), (3, 17), (4, 17), (5, 1), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)]","እስጢፋኖስ in Sinksar on OK but in App DB on [(1, 15), (1, 17), (2, 17), (3, 17), (4, 17), (5, 1), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)] - which correct?"
GZ-GDL-024,ገድለ አቡነ አሮን መንክራዊ ግእዝ,አሮን መንክራዊ ግእዝ,"[(1, 5)]","[(1, 5), (2, 5), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (11, 5), (12, 5)]",[],"[(2, 5), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (11, 5), (12, 5)]","አሮን መንክራዊ ግእዝ in Sinksar on OK but in App DB on [(2, 5), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (11, 5), (12, 5)] - which correct?"
GZ-GDL-026,ገድለ ቅዱሳን አባዲር ወኢራኢ በግእዝ,ቅዱሳን አባዲር ወኢራኢ,"[(1, 28), (6, 7)]","[(1, 28)]","[(6, 7)]",[],"ቅዱሳን አባዲር ወኢራኢ in Sinksar on [(6, 7)] but in App DB on OK - which correct?"
GZ-GDL-027,ገድለ ቅዱስ ፊቅጦር በግእዝ,ፊቅጦር,"[(4, 5), (5, 21), (5, 27), (6, 27), (7, 27)]","[(1, 27), (2, 27), (3, 27), (4, 5), (4, 27), (5, 27), (6, 13), (6, 27), (7, 27), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27)]","[(5, 21)]","[(1, 27), (2, 27), (3, 27), (4, 27), (6, 13), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27)]","ፊቅጦር in Sinksar on [(5, 21)] but in App DB on [(1, 27), (2, 27), (3, 27), (4, 27), (6, 13), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27)] - which correct?"
GZ-GDL-028,ገድለ አቡነ ዳንኤል በግእዝ,ዳንኤል,"[(1, 16), (1, 23), (2, 16), (2, 23), (3, 23), (4, 23), (5, 16), (6, 16), (7, 16), (8, 16), (9, 16), (10, 16), (10, 23), (11, 16), (11, 23), (12, 16), (12, 23)]","[(3, 6)]","[(1, 16), (1, 23), (2, 16), (2, 23), (3, 23), (4, 23), (5, 16), (6, 16), (7, 16), (8, 16), (9, 16), (10, 16), (10, 23), (11, 16), (11, 23), (12, 16), (12, 23)]","[(3, 6)]","ዳንኤል in Sinksar on [(1, 16), (1, 23), (2, 16), (2, 23), (3, 23), (4, 23), (5, 16), (6, 16), (7, 16), (8, 16), (9, 16), (10, 16), (10, 23), (11, 16), (11, 23), (12, 16), (12, 23)] but in App DB on [(3, 6)] - which correct?"
GZ-GDL-030,ገድለ ቅዱስ ቴዎድሮስ በግእዝ,ቴዎድሮስ,"[(4, 11), (7, 21), (10, 6)]","[(1, 12), (1, 20), (2, 12), (2, 20), (3, 5), (3, 12), (3, 20), (4, 12), (4, 20), (5, 12), (5, 20), (6, 12), (6, 20), (6, 28), (7, 12), (7, 20), (8, 12), (8, 20), (9, 12), (9, 20), (10, 12), (10, 20), (11, 12), (11, 20), (12, 12), (12, 20)]","[(4, 11), (7, 21), (10, 6)]","[(1, 12), (1, 20), (2, 12), (2, 20), (3, 5), (3, 12), (3, 20), (4, 12), (4, 20), (5, 12), (5, 20), (6, 12), (6, 20), (6, 28), (7, 12), (7, 20), (8, 12), (8, 20), (9, 12), (9, 20), (10, 12), (10, 20), (11, 12), (11, 20), (12, 12), (12, 20)]","ቴዎድሮስ in Sinksar on [(4, 11), (7, 21), (10, 6)] but in App DB on [(1, 12), (1, 20), (2, 12), (2, 20), (3, 5), (3, 12), (3, 20), (4, 12), (4, 20), (5, 12), (5, 20), (6, 12), (6, 20), (6, 28), (7, 12), (7, 20), (8, 12), (8, 20), (9, 12), (9, 20), (10, 12), (10, 20), (11, 12), (11, 20), (12, 12), (12, 20)] - which correct?"
GZ-GDL-031,ገድለ ሰማዕት ቅዱስ ቴዎድሮስ በግእዝ,ሰማዕት ቅዱስ ቴዎድሮስ,"[(4, 11), (7, 21), (10, 6)]","[(1, 12), (1, 20), (2, 12), (2, 20), (3, 5), (3, 12), (3, 20), (4, 12), (4, 20), (5, 12), (5, 20), (6, 12), (6, 20), (6, 28), (7, 12), (7, 20), (8, 12), (8, 20), (9, 12), (9, 20), (10, 12), (10, 20), (11, 12), (11, 20), (12, 12), (12, 20)]","[(4, 11), (7, 21), (10, 6)]","[(1, 12), (1, 20), (2, 12), (2, 20), (3, 5), (3, 12), (3, 20), (4, 12), (4, 20), (5, 12), (5, 20), (6, 12), (6, 20), (6, 28), (7, 12), (7, 20), (8, 12), (8, 20), (9, 12), (9, 20), (10, 12), (10, 20), (11, 12), (11, 20), (12, 12), (12, 20)]","ሰማዕት ቅዱስ ቴዎድሮስ in Sinksar on [(4, 11), (7, 21), (10, 6)] but in App DB on [(1, 12), (1, 20), (2, 12), (2, 20), (3, 5), (3, 12), (3, 20), (4, 12), (4, 20), (5, 12), (5, 20), (6, 12), (6, 20), (6, 28), (7, 12), (7, 20), (8, 12), (8, 20), (9, 12), (9, 20), (10, 12), (10, 20), (11, 12), (11, 20), (12, 12), (12, 20)] - which correct?"
GZ-GDL-032,መጽሐፈ ገድለ ቅዱሳን ሐዋርያት በግእዝ,ገድለ ቅዱሳን ሐዋርያት,"[(10, 20), (10, 21), (12, 16)]","[(11, 5), (12, 15)]","[(10, 20), (10, 21), (12, 16)]","[(11, 5), (12, 15)]","ገድለ ቅዱሳን ሐዋርያት in Sinksar on [(10, 20), (10, 21), (12, 16)] but in App DB on [(11, 5), (12, 15)] - which correct?"
GZ-GDL-033,ገድለ ሰማዕት ቅድስት አርሴማ በግእዝ,ሰማዕት ቅድስት አርሴማ,"[(5, 29)]","[(1, 6), (1, 29), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (10, 17), (11, 6), (12, 6)]","[(5, 29)]","[(1, 6), (1, 29), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (10, 17), (11, 6), (12, 6)]","ሰማዕት ቅድስት አርሴማ in Sinksar on [(5, 29)] but in App DB on [(1, 6), (1, 29), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (10, 17), (11, 6), (12, 6)] - which correct?"
GZ-LAH-001,ላሐ ማርያም በግእዝ,ማርያም,"[(2, 30), (8, 30)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","[(2, 30), (8, 30)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","ማርያም in Sinksar on [(2, 30), (8, 30)] but in App DB on [(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)] - which correct?"
GZ-MEL-002,መልከዐ ማርያም ዳግሚት በግእዝ,መልከዐ ማርያም ዳግሚት,"[(2, 30), (8, 30)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","[(2, 30), (8, 30)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","መልከዐ ማርያም ዳግሚት in Sinksar on [(2, 30), (8, 30)] but in App DB on [(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)] - which correct?"
GZ-MEL-013,መልክዐ ሊቀ መላእክት ቅዱስ ገብርኤል በግእዝ,ገብርኤል,"[(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 21), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)]","[(1, 19), (2, 19), (3, 19), (4, 19), (4, 22), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)]","[(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 21), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)]","[(1, 19), (2, 19), (3, 19), (4, 19), (4, 22), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)]","ገብርኤል in Sinksar on [(1, 23), (2, 23), (3, 23), (4, 23), (5, 23), (6, 21), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 23)] but in App DB on [(1, 19), (2, 19), (3, 19), (4, 19), (4, 22), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)] - which correct?"
GZ-MEL-014,መልክዐ ሊቀ መላእክት ቅዱስ ገብርኤል ካልዕ (ደቅስዮስ) በግእዝ,ገብርኤል ካልዕ,"[(1, 22), (2, 22), (3, 22), (4, 22), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22)]","[(1, 19), (2, 19), (3, 19), (4, 19), (4, 22), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)]","[(1, 22), (2, 22), (3, 22), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22)]","[(1, 19), (2, 19), (3, 19), (4, 19), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)]","ገብርኤል ካልዕ in Sinksar on [(1, 22), (2, 22), (3, 22), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22)] but in App DB on [(1, 19), (2, 19), (3, 19), (4, 19), (5, 19), (6, 19), (7, 19), (7, 30), (8, 19), (9, 19), (10, 13), (10, 19), (10, 26), (11, 19), (12, 7), (12, 19)] - which correct?"
GZ-MEL-015,መልክዐ ሊቀ መላእክት ቅዱስ ፋኑኤል በግእዝ,ፋኑኤል,"[(6, 3)]","[(1, 3), (2, 3), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3)]",[],"[(1, 3), (2, 3), (3, 3), (4, 3), (5, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3)]","ፋኑኤል in Sinksar on OK but in App DB on [(1, 3), (2, 3), (3, 3), (4, 3), (5, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3)] - which correct?"
GZ-MEL-016,መልክዐ ሊቀ ሰማዕታት ቅዱስ እስጢፋኖስ በግእዝ,ሊቀ ሰማዕታት ቅዱስ እስጢፋኖስ,"[(5, 17)]","[(1, 15), (1, 17), (2, 17), (3, 17), (4, 17), (5, 1), (5, 17), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)]",[],"[(1, 15), (1, 17), (2, 17), (3, 17), (4, 17), (5, 1), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)]","ሊቀ ሰማዕታት ቅዱስ እስጢፋኖስ in Sinksar on OK but in App DB on [(1, 15), (1, 17), (2, 17), (3, 17), (4, 17), (5, 1), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)] - which correct?"
GZ-MEL-017,መልክዐ ሊቀ ሰማዕታት ቅዱስ እስጢፋኖስ ካልእ በግእዝ,ሊቀ ሰማዕታት ቅዱስ እስጢፋኖስ ካልእ,"[(5, 17)]","[(1, 15), (1, 17), (2, 17), (3, 17), (4, 17), (5, 1), (5, 17), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)]",[],"[(1, 15), (1, 17), (2, 17), (3, 17), (4, 17), (5, 1), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)]","ሊቀ ሰማዕታት ቅዱስ እስጢፋኖስ ካልእ in Sinksar on OK but in App DB on [(1, 15), (1, 17), (2, 17), (3, 17), (4, 17), (5, 1), (6, 17), (7, 17), (8, 17), (9, 17), (10, 17), (11, 17), (12, 17)] - which correct?"
GZ-MEL-019,መልክዐ ላሊበላ በግዕዝ,ላሊበላ,"[(4, 29), (6, 12), (7, 29), (12, 29)]","[(1, 12), (2, 12), (3, 12), (4, 12), (4, 29), (5, 12), (6, 12), (7, 12), (7, 29), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","[(12, 29)]","[(1, 12), (2, 12), (3, 12), (4, 12), (5, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)]","ላሊበላ in Sinksar on [(12, 29)] but in App DB on [(1, 12), (2, 12), (3, 12), (4, 12), (5, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12)] - which correct?"
GZ-MEL-023,መልክዐ ሐዋርያት በግእዝ,ሐዋርያት,"[(10, 20), (10, 21), (12, 16)]","[(11, 5), (12, 15)]","[(10, 20), (10, 21), (12, 16)]","[(11, 5), (12, 15)]","ሐዋርያት in Sinksar on [(10, 20), (10, 21), (12, 16)] but in App DB on [(11, 5), (12, 15)] - which correct?"
GZ-MEL-026,መልክዐ መቃርዮስ በግእዝ,መቃርዮስ,"[(6, 4)]","[(1, 27), (2, 27), (3, 27), (4, 27), (5, 8), (5, 27), (6, 27), (7, 13), (7, 27), (8, 27), (9, 27), (10, 27), (11, 14), (11, 27), (12, 19), (12, 27)]","[(6, 4)]","[(1, 27), (2, 27), (3, 27), (4, 27), (5, 8), (5, 27), (6, 27), (7, 13), (7, 27), (8, 27), (9, 27), (10, 27), (11, 14), (11, 27), (12, 19), (12, 27)]","መቃርዮስ in Sinksar on [(6, 4)] but in App DB on [(1, 27), (2, 27), (3, 27), (4, 27), (5, 8), (5, 27), (6, 27), (7, 13), (7, 27), (8, 27), (9, 27), (10, 27), (11, 14), (11, 27), (12, 19), (12, 27)] - which correct?"
GZ-MEL-028,መልክዐ መድኃኔ ዓለም በግእዝ,መድኃኔ ዓለም,"[(12, 27)]","[(1, 27), (2, 27), (3, 27), (4, 27), (5, 27), (6, 27), (7, 27), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27)]",[],"[(1, 27), (2, 27), (3, 27), (4, 27), (5, 27), (6, 27), (7, 27), (8, 27), (9, 27), (10, 27), (11, 27)]","መድኃኔ ዓለም in Sinksar on OK but in App DB on [(1, 27), (2, 27), (3, 27), (4, 27), (5, 27), (6, 27), (7, 27), (8, 27), (9, 27), (10, 27), (11, 27)] - which correct?"
GZ-MEL-030,መልክዐ ማርቆስ በግእዝ,ማርቆስ,"[(2, 30), (3, 30), (4, 17), (4, 30), (8, 30)]","[(1, 30), (2, 30), (3, 30), (4, 30), (5, 30), (6, 30), (7, 30), (8, 30), (9, 30), (10, 30), (11, 30), (12, 30)]","[(4, 17)]","[(1, 30), (5, 30), (6, 30), (7, 30), (9, 30), (10, 30), (11, 30), (12, 30)]","ማርቆስ in Sinksar on [(4, 17)] but in App DB on [(1, 30), (5, 30), (6, 30), (7, 30), (9, 30), (10, 30), (11, 30), (12, 30)] - which correct?"
GZ-MEL-031,መልክዐ ማርያም ሣልሲት በግእዝ,ማርያም ሣልሲት,"[(2, 30), (8, 30)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","[(2, 30), (8, 30)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","ማርያም ሣልሲት in Sinksar on [(2, 30), (8, 30)] but in App DB on [(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)] - which correct?"
GZ-MEL-032,መልክዐ ማርያም በግእዝ,ማርያም,"[(2, 30), (8, 30)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","[(2, 30), (8, 30)]","[(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)]","ማርያም in Sinksar on [(2, 30), (8, 30)] but in App DB on [(1, 21), (2, 21), (3, 21), (4, 21), (5, 21), (6, 21), (7, 21), (8, 21), (9, 1), (9, 21), (10, 21), (11, 21), (12, 16), (12, 21)] - which correct?"
GZ-MEL-034,መልክዐ ሥሉስ ቅዱስ በግእዝ,ሥሉስ ቅዱስ,"[(1, 7), (2, 7), (3, 7), (4, 7), (6, 7), (7, 7), (8, 7), (10, 7), (12, 7)]","[(5, 7)]","[(1, 7), (2, 7), (3, 7), (4, 7), (6, 7), (7, 7), (8, 7), (10, 7), (12, 7)]","[(5, 7)]","ሥሉስ ቅዱስ in Sinksar on [(1, 7), (2, 7), (3, 7), (4, 7), (6, 7), (7, 7), (8, 7), (10, 7), (12, 7)] but in App DB on [(5, 7)] - which correct?"
GZ-MEL-036,መልክዐ ሥቃዩ ለጊዮርጊስ በግእዝ,ሥቃዩ ለጊዮርጊስ,"[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","[(5, 4)]","[(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)]","ሥቃዩ ለጊዮርጊስ in Sinksar on [(5, 4)] but in App DB on [(1, 23), (2, 23), (3, 7), (3, 23), (4, 23), (5, 18), (5, 23), (6, 23), (7, 23), (8, 23), (9, 23), (10, 23), (11, 23), (12, 16), (12, 23)] - which correct?"
GZ-MEL-039,መልክዐ ሰማዕት ቅዱስ መርቆሬዎስ በግእዝ,ሰማዕት ቅዱስ መርቆሬዎስ,"[(1, 25), (2, 25), (3, 25), (3, 30), (4, 25), (6, 25), (7, 1), (7, 25), (8, 25), (9, 25), (10, 25), (12, 25)]","[(1, 25), (2, 25), (3, 25), (4, 25), (5, 25), (6, 25), (7, 25), (8, 25), (9, 25), (10, 25), (11, 25), (12, 25)]","[(3, 30), (7, 1)]","[(5, 25), (11, 25)]","ሰማዕት ቅዱስ መርቆሬዎስ in Sinksar on [(3, 30), (7, 1)] but in App DB on [(5, 25), (11, 25)] - which correct?"
GZ-MEL-040,መልክዐ ሰማዕት ቅዱስ ቴዎድሮስ በግእዝ,ሰማዕት ቅዱስ ቴዎድሮስ,"[(4, 11), (7, 21), (10, 6)]","[(1, 12), (1, 20), (2, 12), (2, 20), (3, 5), (3, 12), (3, 20), (4, 12), (4, 20), (5, 12), (5, 20), (6, 12), (6, 20), (6, 28), (7, 12), (7, 20), (8, 12), (8, 20), (9, 12), (9, 20), (10, 12), (10, 20), (11, 12), (11, 20), (12, 12), (12, 20)]","[(4, 11), (7, 21), (10, 6)]","[(1, 12), (1, 20), (2, 12), (2, 20), (3, 5), (3, 12), (3, 20), (4, 12), (4, 20), (5, 12), (5, 20), (6, 12), (6, 20), (6, 28), (7, 12), (7, 20), (8, 12), (8, 20), (9, 12), (9, 20), (10, 12), (10, 20), (11, 12), (11, 20), (12, 12), (12, 20)]","ሰማዕት ቅዱስ ቴዎድሮስ in Sinksar on [(4, 11), (7, 21), (10, 6)] but in App DB on [(1, 12), (1, 20), (2, 12), (2, 20), (3, 5), (3, 12), (3, 20), (4, 12), (4, 20), (5, 12), (5, 20), (6, 12), (6, 20), (6, 28), (7, 12), (7, 20), (8, 12), (8, 20), (9, 12), (9, 20), (10, 12), (10, 20), (11, 12), (11, 20), (12, 12), (12, 20)] - which correct?"
GZ-MEL-042,መልክዐ ሰማዕት ቅድስት አርሴማ በግእዝ,ሰማዕት ቅድስት አርሴማ,"[(5, 29)]","[(1, 6), (1, 29), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (10, 17), (11, 6), (12, 6)]","[(5, 29)]","[(1, 6), (1, 29), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (10, 17), (11, 6), (12, 6)]","ሰማዕት ቅድስት አርሴማ in Sinksar on [(5, 29)] but in App DB on [(1, 6), (1, 29), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (10, 17), (11, 6), (12, 6)] - which correct?"
GZ-MEL-047,መልክዐ ቅዱሳን ሠለስቱ ደቂቅ በግእዝ,ቅዱሳን ሠለስቱ ደቂቅ,"[(4, 2)]","[(4, 2), (4, 19), (9, 10)]",[],"[(4, 19), (9, 10)]","ቅዱሳን ሠለስቱ ደቂቅ in Sinksar on OK but in App DB on [(4, 19), (9, 10)] - which correct?"
GZ-MEL-053,መልክዐ ቅዱስ ማርቆስ ካልእ በግእዝ,ማርቆስ ካልእ,"[(2, 30), (3, 30), (4, 17), (4, 30), (8, 30)]","[(1, 30), (2, 30), (3, 30), (4, 30), (5, 30), (6, 30), (7, 30), (8, 30), (9, 30), (10, 30), (11, 30), (12, 30)]","[(4, 17)]","[(1, 30), (5, 30), (6, 30), (7, 30), (9, 30), (10, 30), (11, 30), (12, 30)]","ማርቆስ ካልእ in Sinksar on [(4, 17)] but in App DB on [(1, 30), (5, 30), (6, 30), (7, 30), (9, 30), (10, 30), (11, 30), (12, 30)] - which correct?"
GZ-MEL-054,መልክዐ ቅዱስ ቂርቆስ በግእዝ,ቂርቆስ,"[(4, 15)]","[(1, 15), (2, 15), (3, 15), (4, 15), (5, 15), (6, 15), (7, 15), (8, 15), (9, 15), (10, 15), (11, 15), (11, 19), (12, 15)]",[],"[(1, 15), (2, 15), (3, 15), (5, 15), (6, 15), (7, 15), (8, 15), (9, 15), (10, 15), (11, 15), (11, 19), (12, 15)]","ቂርቆስ in Sinksar on OK but in App DB on [(1, 15), (2, 15), (3, 15), (5, 15), (6, 15), (7, 15), (8, 15), (9, 15), (10, 15), (11, 15), (11, 19), (12, 15)] - which correct?"
GZ-MEL-055,መልክዐ ቅዱስ ታዴዎስ በግእዝ,ታዴዎስ,"[(5, 2), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2)]","[(1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (11, 29), (12, 2)]",[],"[(1, 2), (2, 2), (3, 2), (4, 2), (11, 2), (11, 29), (12, 2)]","ታዴዎስ in Sinksar on OK but in App DB on [(1, 2), (2, 2), (3, 2), (4, 2), (11, 2), (11, 29), (12, 2)] - which correct?"
GZ-MEL-056,መልክዐ ቅዱስ አባዲር በግእዝ,አባዲር,"[(1, 28), (6, 7)]","[(1, 28)]","[(6, 7)]",[],"አባዲር in Sinksar on [(6, 7)] but in App DB on OK - which correct?"
GZ-MEL-058,መልክዐ ቅዱስ አግናጥዮስ ምጥው ለአንበሳ በግእዝ,አግናጥዮስ ምጥው ለአንበሳ,"[(1, 7), (2, 7), (2, 26), (3, 7), (4, 7), (4, 24), (5, 7), (6, 7), (7, 7), (8, 7), (10, 7), (12, 7)]","[(1, 7), (2, 7), (2, 26), (3, 7), (4, 7), (4, 24), (5, 7), (6, 7), (7, 7), (8, 7), (9, 7), (10, 7), (11, 1), (11, 7), (12, 7)]",[],"[(9, 7), (11, 1), (11, 7)]","አግናጥዮስ ምጥው ለአንበሳ in Sinksar on OK but in App DB on [(9, 7), (11, 1), (11, 7)] - which correct?"
GZ-MEL-059,መልክዐ ቅዱስ ኤልያስ ነቢይ ሣልስ በግእዝ,ኤልያስ ነቢይ ሣልስ,"[(1, 6), (2, 6), (3, 6), (5, 6), (6, 6), (7, 6), (7, 11), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (12, 13)]","[(1, 6), (2, 6), (3, 6), (4, 1), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (12, 13)]","[(7, 11)]","[(4, 1), (4, 6)]","ኤልያስ ነቢይ ሣልስ in Sinksar on [(7, 11)] but in App DB on [(4, 1), (4, 6)] - which correct?"
